"week_start_date","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","total_orders","subtotal_sales","self_delivery_charge","merchant_fees","sales_tax","tip","merchant_total","commission","delivery_commission","gh_plus_commission","order_processing_fee","withheld_sales_tax","merchant_funded_promotion_and_loyalty","merchant_net_total"
"2026-02-16","9819608","18300 Vanowen St","K's Slice of Cake","18300 Vanowen St  ","Los Angeles","CA","91335","6","85.26","0.00","0.00","4.59","0.00","89.85","-12.35","-8.54","0.00","-4.28","0.00","-9.00","55.68"
"2026-01-26","3310669","Bedford Ave","Penny's Pancakes","265 Bedford Ave  ","Brooklyn","NY","11211","1","36.36","0.00","0.00","3.23","0.00","39.59","-5.45","-3.64","0.00","-1.51","0.00","0.00","28.99"
"2026-02-09","8563008",,"The Pasta Story","43 W Flagler St  ","Miami","FL","33130","2","44.07","0.00","0.00","2.74","0.00","46.81","-6.61","-4.41","0.00","-1.88","0.00","-5.00","28.91"
"2026-02-16","10559368","W 34th st","Fiona's Breakfast Burritos","433 W 34th St.  ","New York","NY","10001","8","159.32","0.00","0.00","12.36","0.00","171.68","-23.45","-15.95","0.00","-7.02","0.00","-20.00","105.26"
"2026-02-09","6891024","Caffe Venice - 596 3rd Ave","CJ's Breakfast Sandwich","596 3rd Ave  ","New York","NY","10016","7","94.45","0.00","0.00","7.48","0.00","101.93","-14.17","-9.46","0.00","-4.59","0.00","-10.00","63.71"
"2026-02-09","11796472","Castle Hill Ave","Christina's Vegan Cafe","1201 Castle Hill Ave  ","Bronx","NY","10462","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"2026-02-16","4837568","319 Rogers Ave","Olivia's Breakfast Cafe","319 Rogers Ave  ","Brooklyn","NY","11225","1","19.78","0.00","0.00","1.49","0.00","21.27","-2.18","-1.98","0.00","0.00","0.00","-3.00","14.11"
"2026-02-09","3310454","Fulton St","Mary's Waffle Bar","1237 Fulton St  ","Brooklyn","NY","11216","1","59.79","0.00","0.00","4.42","0.00","64.21","-8.97","-5.98","0.00","-1.95","0.00","-10.00","37.31"
"2026-02-16","3309965","Sullivan St","Grilled Cheese Ecstatic","240 Sullivan St  ","New York","NY","10012","5","87.50","0.00","0.00","7.42","0.00","94.92","-13.13","-8.76","0.00","-4.27","0.00","-4.00","64.76"
"2026-02-02","6891744","Wholesome Farms Market - 108 Jay St","Gloria's Favorite Greens","108 Jay St  ","Brooklyn","NY","11201","1","15.49","0.00","0.00","1.38","0.00","16.87","-2.32","-1.55","0.00","-0.81","0.00","0.00","12.19"
"2026-02-02","10935104","Agnew Rd","Village Wraps Snob","2026 Agnew Rd  ","Santa Clara","CA","95054","1","13.99","0.00","0.00","1.28","0.00","15.27","-2.10","-1.40","0.00","-0.77","0.00","0.00","11.00"
"2026-02-09","4512080","769 9th Ave #1","Glorious Panini Snob","769 9th Ave  ","New York","NY","10019","1","14.09","0.00","0.00","1.25","0.00","15.34","-2.11","-1.41","0.00","-0.77","0.00","0.00","11.05"
"2026-02-09","11798104","E Windmill Ln","Luigi's Pasta Ristorante","415 E Windmill Ln  ","Las Vegas","NV","89123","1","20.99","0.00","0.00","1.34","0.00","22.33","-2.40","-2.10","0.00","-0.83","-1.34","-5.00","10.66"
"2026-02-16","6891048","Caffe Venice - 596 3rd Ave","Smokin' Burger Grille","596 3rd Ave  ","New York","NY","10016","1","25.38","0.00","0.00","1.99","0.00","27.37","-3.81","-2.54","0.00","-1.04","0.00","-3.00","16.98"
"2026-02-16","3310503","Broad Street Ext","Salvatore's Sicilian Pizza","709 Broad St Ext  ","Waterford","CT","06385","1","30.52","0.00","0.00","1.62","0.00","32.14","-4.58","-3.05","0.00","-1.13","-1.62","-5.00","16.76"
"2026-02-16","10075344","E Arapaho Rd","Roll N Chop Sushi's","1401 E Arapaho Rd  ","Richardson","TX","75081","1","32.87","0.00","0.00","2.71","0.00","35.58","-4.93","-3.29","0.00","-1.39","0.00","0.00","25.97"
"2026-02-09","3310034","W Camelback Rd #103","Japanese Teriyaki House","3446 W Camelback Rd  ","Phoenix","AZ","85017","1","21.18","0.00","0.00","1.82","0.00","23.00","-3.18","-2.12","0.00","-1.00","0.00","0.00","16.70"
"2026-02-16","7332936","Millan's Pizzeria North Hollywood","Fine Line Desserts","12453 Oxnard St  ","Los Angeles","CA","91606","3","70.50","0.00","0.00","6.46","0.00","76.96","-10.58","-7.06","0.00","-2.97","0.00","-9.00","47.35"
"2026-02-16","1946630",,"Firenze Pasta Ristorante","59 4th Avenue  ","New York","NY","10003","1","21.99","0.00","0.00","1.95","0.00","23.94","-3.30","-2.20","0.00","-1.03","0.00","0.00","17.41"
"2026-02-23","2223864",,"Fiona's Pancake Bar","1404 Madison Avenue  ","New York","NY","10029","2","45.39","0.00","0.00","3.14","0.00","48.53","-6.81","-4.54","0.00","-1.78","0.00","-10.00","25.40"
"2026-02-09","10564904","W University Dr","Mary's Salad Co","839 W University Dr  ","Tempe","AZ","85281","1","13.99","0.00","0.00","1.20","0.00","15.19","-2.10","-1.40","0.00","-0.76","0.00","0.00","10.93"
"2026-01-26","4836152","4955 Voltaire St","Antonio's Quesadilla Shack","4955 Voltaire St  ","San Diego","CA","92107","1","16.78","0.00","0.00","1.07","0.00","17.85","-2.52","-1.68","0.00","-0.75","0.00","-3.00","9.90"
"2026-02-23","10363736","Polk St","Blake's Dessert Lounge","1338 Polk St  ","San Francisco","CA","94109","1","32.96","0.00","0.00","2.84","0.00","35.80","-4.94","-3.30","0.00","-1.39","0.00","0.00","26.17"
"2026-02-16","5850184","Vernon Boulevard","Penny's Pancakes","38-01 Vernon Blvd  ","Long Island City","NY","11101","1","24.16","0.00","0.00","2.15","0.00","26.31","-3.62","-2.42","0.00","-1.10","0.00","0.00","19.17"
"2026-02-16","2732932",,"RJ's Philly Cheesesteaks (Gold St)","257 Gold St  ","New York","NY","10075","6","207.62","0.00","0.00","15.78","0.00","223.40","-31.13","-20.77","0.00","-7.70","0.00","-30.00","133.80"
"2026-02-09","2509728",,"Badri's Biryani Bar","716 10th Ave ","New York","NY","10019","3","75.94","0.00","0.00","5.59","0.00","81.53","-11.40","-7.60","0.00","-3.00","0.00","-13.00","46.53"
"2026-02-02","10362136","Polk St","Fried Chicken Savage","1428 Polk St  ","San Francisco","CA","94109","1","63.95","0.00","0.00","4.91","0.00","68.86","-9.59","-6.40","0.00","-2.19","0.00","-7.00","43.68"
"2026-02-16","7323992","Midtown Bar and Grill - 415 W Gray St","Hyde's Grilled Cheese","415 W Gray St  ","Houston","TX","77019","2","37.76","0.00","0.00","2.87","0.00","40.63","-6.51","-4.34","0.00","-1.93","0.00","-3.00","24.85"
"2026-02-09","7100256","Leo's Coney Island - 15198 E 13 Mile Rd","The Scorchin' Burger","15198 E Thirteen Mile Rd  ","Warren","MI","48088","2","22.97","0.00","0.00","1.14","0.00","24.11","-3.44","-2.30","0.00","-1.21","-1.14","-4.00","12.02"
"2026-02-23","10357752","Polk St","Good Planet Vegan Burgers","1428 Polk St  ","San Francisco","CA","94109","1","31.96","0.00","0.00","2.50","0.00","34.46","-4.79","-3.20","0.00","-1.26","0.00","-3.00","22.21"
"2026-02-16","2786287",,"Philly Cheesesteak Artists (1st Ave)","217 1st Ave  ","New York","NY","10003","1","35.97","0.00","0.00","2.84","0.00","38.81","-5.40","-3.60","0.00","-1.36","0.00","-4.00","24.45"
"2026-02-23","3309662","W Peoria Ave #116","Nakamura Ramen House","8520 W Peoria Ave  ","Peoria","AZ","85345","1","53.85","0.00","0.00","4.73","0.00","58.58","-8.08","-5.39","0.00","-2.00","0.00","-3.00","40.11"
"2026-02-16","7097240","Jonny's Place - 370 Main St","Burritos to Bowls","370 Main St  ","East Orange","NJ","07018","1","47.98","0.00","0.00","2.85","0.00","50.83","-7.20","-4.80","0.00","-1.70","0.00","-5.00","32.13"
"2026-02-02","9815120","Hillside","The Burger Passion","164-01 Hillside Ave.  ","Jamaica","NY","11432","1","22.36","0.00","0.00","0.89","0.00","23.25","-3.35","-2.24","0.00","-1.01","0.00","0.00","16.65"
"2026-02-09","8568808",,"Sicily's Calzone House","9061 Van Nuys Blvd  ","Los Angeles","CA","91402","1","92.29","0.00","0.00","8.71","0.00","101.00","-13.84","-9.23","0.00","-3.29","0.00","-3.00","71.64"
"2026-02-16","4831784","34-02 30th St","Lovin' Vegan Desserts","3402 30th St  ","Astoria","NY","11106","1","50.85","0.00","0.00","2.03","0.00","52.88","-5.59","-5.09","0.00","0.00","0.00","0.00","42.20"
"2026-02-02","2964464",,"Day N Night Pancakes","240 Sullivan St  ","New York","NY","10012","4","64.24","0.00","0.00","4.64","0.00","68.88","-3.20","-9.64","0.00","-2.92","0.00","-12.00","41.12"
"2026-02-23","3310218","E Bell Rd #132","The Chinese Joint","4015 E Bell Rd  ","Phoenix","AZ","85032","4","74.83","0.00","0.00","6.26","0.00","81.09","-11.23","-7.49","0.00","-2.89","0.00","-6.00","53.48"
"2026-02-16","8569944",,"Top Panini Shop","1175 2nd Ave  ","New York","NY","10065","4","89.95","0.00","0.00","7.37","0.00","97.32","-13.50","-9.00","0.00","-3.96","0.00","-7.00","63.86"
"2026-02-23","4510336","937 1st Avenue","Jay's Breakfast Bar","937 1st Ave.  ","New York","NY","10022","3","62.10","0.00","0.00","4.63","0.00","66.73","-9.32","-6.22","0.00","-2.64","0.00","-10.00","38.55"
"2026-02-23","10498112","101st Ave","Top Notch Sandwiches","131-03 101st Ave  ","South Richmond","NY","11419","1","26.57","0.00","0.00","0.94","0.00","27.51","-3.99","-2.66","0.00","-1.05","0.00","-3.00","16.81"
"2026-02-16","11804968","Western Ave S","Addictive Fried Chicken","2103 Western Ave  ","Las Vegas","NV","89102","2","36.96","0.00","0.00","3.10","0.00","40.06","-5.54","-3.70","0.00","-1.52","-3.10","0.00","26.20"
"2026-02-09","9817992","Mowry","Vegan Falafel Joint","3846 Mowry Ave  ","Fremont","CA","94538","1","33.25","0.00","0.00","3.04","0.00","36.29","-4.99","-3.33","0.00","-1.25","0.00","-5.00","21.72"
"2026-02-23","3312441","1st Avenue","Muf's Muffin Shop","937 1st Ave.  ","New York","NY","10022","5","122.33","0.00","0.00","9.61","0.00","131.94","-18.36","-12.25","0.00","-5.10","0.00","-14.00","82.23"
"2026-01-26","2485324",,"Olivia's Breakfast Cafe","128 E 4th St ","New York","NY","10003","2","38.95","0.00","0.00","2.92","0.00","41.87","-5.84","-3.90","0.00","-1.70","0.00","-6.00","24.43"
"2026-02-23","9834512","501 Broadway St","NY Boba Bae","501 Broadway  ","San Francisco","CA","94133","2","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"2026-02-09","3311230","Loudon Rd #960","Italian Pasta Lounge","800 Loudon Rd  ","Latham","NY","12110","1","77.97","0.00","0.00","5.44","0.00","83.41","-11.70","-7.80","0.00","-2.54","0.00","-10.00","51.37"
"2026-02-16","3310756","N Broadway","London's Fish N Chips","854 N Broadway  ","White Plains","NY","10603","4","101.93","0.00","0.00","7.71","0.00","109.64","-15.29","-10.20","0.00","-3.94","0.00","-10.00","70.21"
"2026-02-16","3344616","501 Broadway St","Linh's Chinese Restaurant","501 Broadway  ","San Francisco","CA","94133","2","30.78","0.00","0.00","2.22","0.00","33.00","-4.62","-3.08","0.00","-1.15","0.00","-5.00","19.15"
"2026-02-23","3325823","30th St","Bagel Dynasty","34-02 30th St  ","Astoria","NY","11106","2","32.42","0.00","0.00","1.17","0.00","33.59","-4.86","-3.25","0.00","-1.54","0.00","-3.00","20.94"
"2026-02-16","5024688","296 3rd Ave","Savage Juice Bar","296 3rd Ave  ","New York","NY","10010","1","34.75","0.00","0.00","2.64","0.00","37.39","-5.21","-3.48","0.00","-1.29","0.00","-5.00","22.41"
"2026-02-23","9819568","2624 Pico Blvd","The Cali Calzone","2624 Pico Blvd  ","Santa Monica","CA","90405","1","22.39","0.00","0.00","1.99","0.00","24.38","-3.36","-2.24","0.00","-0.95","0.00","-3.00","14.83"
"2026-02-09","3300958","30th St","Sin City Burger Spot","34-02 30th St  ","Astoria","NY","11106","5","112.50","0.00","0.00","4.11","0.00","116.61","-16.87","-11.27","0.00","-4.75","0.00","-10.00","73.72"
"2026-02-09","2794878",,"The Chinese Noodle Palace","9737 Manchester Rd  ","St. Louis","MO","63119","1","31.17","0.00","0.00","1.11","0.00","32.28","-4.68","-3.12","0.00","-1.13","0.00","-5.00","18.35"
"2026-02-02","10078560","Broadway","Amanda's Breakfast Lounge","3661 Broadway  ","New York","NY","10031","1","17.48","0.00","0.00","1.55","0.00","19.03","-2.62","-1.75","0.00","-0.88","0.00","0.00","13.78"
"2026-02-23","7097584","Golden State Pizza & Grill - 3349 Mission St","Philly Cheesesteak Company","3349 Mission St  ","San Francisco","CA","94110","1","12.69","0.00","0.00","1.09","0.00","13.78","-1.90","-1.27","0.00","-0.72","0.00","0.00","9.89"
"2026-02-23","3311036","Crenshaw Blvd","High Life Breakfast Sandwiches","6732 Crenshaw Blvd  ","Los Angeles","CA","90043","1","11.29","0.00","0.00","1.16","0.00","12.45","-1.69","-1.13","0.00","-0.68","0.00","0.00","8.95"
"2026-02-16","9815064","2026 Agnew Rd","The Indian Spice Kitchen","2026 Agnew Rd  ","Santa Clara","CA","95054","1","16.79","0.00","0.00","1.53","0.00","18.32","-2.52","-1.68","0.00","-0.86","0.00","0.00","13.26"
"2026-02-02","3312244","32nd St","Fiona's Ultimate Wraps","590 32nd St  ","Union City","NJ","07087","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"2026-01-26","10372072","E Speedway","Breakfast Burrito Joint","4352 E Speedway Blvd  ","Tucson","AZ","85712","1","12.58","0.00","0.00","1.09","0.00","13.67","-1.89","-1.26","0.00","-0.72","0.00","0.00","9.80"
"2026-02-09","11789272","125th St","Hyde's Grilled Cheese","135 E 125th St  ","New York","NY","10035","1","8.39","0.00","0.00","0.48","0.00","8.87","-3.46","-2.31","0.00","-0.97","0.00","-3.00","-0.87"
"2026-02-16","9813432","6732 Crenshaw Blvd","Olivia's Breakfast Cafe","6732 Crenshaw Blvd  ","Los Angeles","CA","90043","1","15.39","0.00","0.00","1.27","0.00","16.66","-1.86","-1.54","0.00","-0.72","0.00","-3.00","9.54"
"2026-02-16","3309880","Sullivan St","Sunrise Breakfast Club","240 Sullivan St  ","New York","NY","10012","2","53.98","0.00","0.00","4.26","0.00","58.24","-8.09","-5.40","0.00","-2.20","0.00","-6.00","36.55"
"2026-02-02","2847792",,"Julia's Juice Shack (Bedford Ave)","265 Bedford Ave  ","NY","NY","11211","1","13.28","0.00","0.00","1.18","0.00","14.46","-1.99","-1.33","0.00","-0.74","0.00","0.00","10.40"
"2026-02-09","3343893","2755 Broadway","Panini's On Panini's","2755 Broadway  ","New York","NY","10025","2","33.87","0.00","0.00","3.01","0.00","36.88","-5.08","-3.39","0.00","-1.72","0.00","0.00","26.69"
"2026-01-26","2900806",,"The Shawarma Bar (Polk St)","1338 Polk St  ","San Francisco","CA","94109","1","16.99","0.00","0.00","1.03","0.00","18.02","-2.55","-1.70","0.00","-0.70","0.00","-5.00","8.07"
"2026-02-16","2410420",,"The Wings Express","1147 West Chester Pike ","West Chester","PA","19382","1","14.98","0.00","0.00","0.90","0.00","15.88","-2.25","-1.50","0.00","-0.78","-0.90","0.00","10.45"
"2026-02-09","3310894","Broad Street Ext","The Salad Prince","709 Broad St Ext  ","Waterford","CT","06385","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"2026-02-02","2900807",,"The Omelette Farm (1st Avenue)","1741 1st Avenue  ","New York","NY","10128","2","42.62","0.00","0.00","3.34","0.00","45.96","-6.40","-4.26","0.00","-1.85","0.00","-5.00","28.45"
"2026-02-09","6893832","Aroma Pizza & Pasta - 20491 Alton Pkwy","Firenze Pasta Ristorante","20491 Alton Pkwy  ","Lake Forest","CA","92610","2","68.68","0.00","0.00","3.70","0.00","72.38","-10.30","-6.87","0.00","-2.60","0.00","-7.00","45.61"
"2026-02-02","10934896","E 8th St","Luca's Philly Cheesesteak","44 E 8th St  ","New York","NY","10003","1","23.08","0.00","0.00","1.78","0.00","24.86","-3.46","-2.31","0.00","-0.97","0.00","-3.00","15.12"
"2026-02-23","9822624","30th","Pardon My Panini","34-02 30th St  ","Astoria","NY","11106","1","50.36","0.00","0.00","2.01","0.00","52.37","-7.55","-5.04","0.00","-1.90","0.00","0.00","37.88"
"2026-02-02","5289640","3846 Mowry Ave","Halal Chicken Gyros Co.","3846 Mowry Ave  ","Fremont","CA","94538","1","18.89","0.00","0.00","2.03","0.00","20.92","-2.83","-1.89","0.00","-0.94","0.00","0.00","15.26"
"2026-02-09","2344366",,"The Pancake Snob","217 1st Avenue  ","New York","NY","10003","3","43.76","0.00","0.00","3.00","0.00","46.76","-6.57","-4.38","0.00","-1.72","0.00","-10.00","24.09"
"2026-02-16","6538040","Not Just Pizza - 1715 Sicklerville Rd","Jim's House of Hoagies","1715 Sicklerville Rd  ","Gloucester Township","NJ","08081","1","18.19","0.00","0.00","1.01","0.00","19.20","-2.73","-1.82","0.00","-0.79","0.00","-3.00","10.86"
"2026-02-09","4839144","319 Rogers Ave","The Gyro Bar","319 Rogers Ave  ","Brooklyn","NY","11225","7","120.35","0.00","0.00","9.80","0.00","130.15","-15.43","-14.03","0.00","0.00","0.00","-10.00","90.69"
"2026-02-23","3310236","Queens Plaza S","The Pasta Story","25-02 Queens Plaza S  ","Queens","NY","11101","6","165.06","0.00","0.00","6.22","0.00","171.28","-24.75","-16.51","0.00","-6.72","0.00","-10.00","113.30"
"2026-02-02","2485324",,"Olivia's Breakfast Cafe","128 E 4th St ","New York","NY","10003","11","141.66","0.00","0.00","11.02","0.00","152.68","-21.25","-14.18","0.00","-6.83","0.00","-17.54","92.88"
"2026-02-23","3309965","Sullivan St","Grilled Cheese Ecstatic","240 Sullivan St  ","New York","NY","10012","7","138.56","0.00","0.00","11.68","0.00","150.24","-20.80","-13.87","0.00","-6.46","0.00","-7.00","102.11"
"2026-02-16","5853472","Metropolitan Ave","The Vegan Snob","488 Metropolitan Ave  ","Brooklyn","NY","11211","8","284.69","0.00","0.00","22.99","0.00","307.68","-42.71","-28.49","0.00","-10.99","0.00","-26.00","199.49"
"2026-02-23","1937273",,"Snobby Chicken Wings","937 1st Avenue ","New York","NY","10022","1","43.35","0.00","0.00","3.23","0.00","46.58","-6.50","-4.34","0.00","-1.51","0.00","-7.00","27.23"
"2026-02-16","6893800","Dream Gourmet Deli inc. - 111 East 161 Street","Prime Burger Lounge","111 E 161 St  ","Bronx","NY","10452","2","64.73","0.00","0.00","2.31","0.00","67.04","-9.71","-6.48","0.00","-2.43","0.00","-7.00","41.42"
"2026-02-09","2117009",,"Kelly's Pancake Bar","25-02 Queens Plaza S ","NY","NY","11101","1","20.97","0.00","0.00","0.72","0.00","21.69","-3.15","-2.10","0.00","-0.87","0.00","-3.00","12.57"
"2026-02-23","9816352","168 Myrtle Ave","Daybreak Breakfast Club","168 Myrtle Ave  ","Brooklyn","NY","11201","1","26.25","0.00","0.00","2.33","0.00","28.58","-3.94","-2.63","0.00","-1.17","0.00","0.00","20.84"
"2026-02-02","7749192","Sicilian Pizza - 2614 Lebanon Pike","Green Leaf Salads","2614 Lebanon Pike  ","Nashville","TN","37214","1","17.48","0.00","0.00","1.62","0.00","19.10","-2.62","-1.75","0.00","-0.88","0.00","0.00","13.85"
"2026-02-23","2642274",,"Smoothie and Dessert Bar","755 9th Ave  #1C","New York","NY","10019","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"2026-02-16","7097584","Golden State Pizza & Grill - 3349 Mission St","Philly Cheesesteak Company","3349 Mission St  ","San Francisco","CA","94110","2","55.23","0.00","0.00","4.76","0.00","59.99","-8.28","-5.52","0.00","-2.43","0.00","0.00","43.76"
"2026-01-26","3310939","Crenshaw Blvd","Breakfast Burrito Floozy","6732 Crenshaw Blvd  ","Los Angeles","CA","90043","2","106.08","0.00","0.00","10.26","0.00","116.34","-15.91","-10.61","0.00","-3.97","0.00","-6.00","79.85"
"2026-02-09","2900807",,"The Omelette Farm (1st Avenue)","1741 1st Avenue  ","New York","NY","10128","6","124.55","0.00","0.00","8.56","0.00","133.11","-18.70","-12.46","0.00","-5.01","0.00","-28.00","68.94"
"2026-01-26","2729151",,"Halal Lamb Gyro Spot","755 9th Ave  ","New York","NY","10019","1","12.69","0.00","0.00","1.13","0.00","13.82","-1.90","-1.27","0.00","-0.72","0.00","0.00","9.93"
"2026-02-23","5851928","1st Avenue","Sarah's Breakfast Bar","1741 1st Ave.  ","New York","NY","10128","1","13.45","0.00","0.00","1.19","0.00","14.64","-2.02","-1.35","0.00","-0.75","0.00","0.00","10.52"
"2026-02-02","3310395","9th Ave","Mufasa's Pancakes & French Toast","755 9th Ave  ","New York","NY","10019","4","112.22","0.00","0.00","9.97","0.00","122.19","-16.84","-11.23","0.00","-4.92","0.00","0.00","89.20"
"2026-02-09","2730399",,"Ali's Gyro Lab","1404 Madison Ave  ","New York","NY","10029","1","113.31","0.00","0.00","9.62","0.00","122.93","-17.00","-11.33","0.00","-3.90","0.00","-5.00","85.70"
"2026-02-23","3311345","Ave #35st","Nomad's Bagels","450 9th Ave  ","New York","NY","10018","1","39.98","0.00","0.00","3.55","0.00","43.53","-6.00","-4.00","0.00","-1.63","0.00","0.00","31.90"
"2026-02-02","1938953",,"Luigi's Pasta Ristorante","589 1st Avenue ","New York","NY","10016","1","33.98","0.00","0.00","2.66","0.00","36.64","-5.10","-3.40","0.00","-1.30","0.00","-4.00","22.84"
"2026-02-23","3310191","Dallas St","Luigi's Pasta Ristorante","9083 Dallas St  ","La Mesa","CA","91942","1","36.38","0.00","0.00","2.50","0.00","38.88","-5.46","-3.64","0.00","-1.27","0.00","-7.00","21.51"
"2026-02-23","10357744","1st Ave","Big Ease Smoothies","1219 1st Ave.  ","New York","NY","10065","2","36.31","0.00","0.00","3.23","0.00","39.54","-5.45","-3.63","0.00","-1.80","0.00","0.00","28.66"
"2026-02-02","3312349","Gold St","Doughboys Sandwiches","257 Gold St  ","Brooklyn","NY","11201","4","113.98","0.00","0.00","8.26","0.00","122.24","-17.10","-11.41","0.00","-4.30","0.00","-20.87","68.56"
"2026-02-16","10363728","Polk St","Breakfast Burrito Floozy","1428 Polk St  ","San Francisco","CA","94109","2","72.92","0.00","0.00","5.69","0.00","78.61","-10.94","-7.29","0.00","-2.78","0.00","-7.00","50.60"
"2026-02-16","6154848","11121 N Rodney Parham Rd Ste 36B","Palace Indo-Chnese Fusion","11121 N Rodney Parham Rd  ","Little Rock","AR","72212","1","63.66","0.00","0.00","5.49","0.00","69.15","-9.55","-6.37","0.00","-2.41","-5.49","0.00","45.33"
"2026-02-23","7746488","Havana Heights - 4083 Broadway","The Scorchin' Burger","4083 Broadway  ","New York","NY","10032","1","27.66","0.00","0.00","2.19","0.00","29.85","-4.15","-2.77","0.00","-1.12","0.00","-3.00","18.81"
"2026-02-02","3310939","Crenshaw Blvd","Breakfast Burrito Floozy","6732 Crenshaw Blvd  ","Los Angeles","CA","90043","2","48.05","0.00","0.00","4.52","0.00","52.57","-7.21","-4.81","0.00","-2.08","0.00","-4.00","34.47"
"2026-02-02","10938144","E Anaheim St","Sarah's Breakfast Bar","2841 E Anaheim St  ","Long Beach","CA","90804","1","0.00","0.00","0.00","0.00","0.00","0.00","-3.15","-2.10","0.00","-1.01","0.00","0.00","-6.26"
"2026-02-16","7749128","REAL JUICY BURGERS (RJ Burgers) - 8886 Knot Ave","Bosscat breakfast","8886 Knott Ave  ","Buena Park","CA","90620","1","47.98","0.00","0.00","3.85","0.00","51.83","-7.20","-4.80","0.00","-1.76","0.00","-4.00","34.07"
"2026-02-02","8568872",,"The Burrito Co","4352 E Speedway Blvd  ","Tucson","AZ","85712","1","33.98","0.00","0.00","2.52","0.00","36.50","-5.10","-3.40","0.00","-1.26","0.00","-5.00","21.74"
"2026-01-26","9797968","4352 E Speedway Blvd","Antonio's Quesadilla Shack","4352 E Speedway Blvd  ","Tucson","AZ","85712","1","23.78","0.00","0.00","2.07","0.00","25.85","-3.57","-2.38","0.00","-1.09","0.00","0.00","18.81"
"2026-02-02","3312896","Lexington Ave","Sip On Smoothie","1424 Lexington Ave  ","New York","NY","10128","3","32.04","0.00","0.00","2.85","0.00","34.89","-4.80","-3.21","0.00","-1.66","0.00","0.00","25.22"
"2026-02-23","2900417",,"Olivia's Breakfast Cafe","226 Newark Ave  ","Jersey City","NJ","07302","1","30.46","0.00","0.00","1.75","0.00","32.21","-4.57","-3.05","0.00","-1.16","0.00","-4.00","19.43"
"2026-02-09","3310745","Newport Blvd","Breakfast Burrito Joint","2400 Newport Blvd  ","Costa Mesa","CA","92627","2","65.48","0.00","0.00","4.69","0.00","70.17","-9.83","-6.55","0.00","-2.59","0.00","-5.00","46.20"
"2026-02-16","5320096","Yue Bai Wei - 5874 Forbes Ave","Xiu's Vegetarian Chinese","5874 Forbes Ave  ","Pittsburgh","PA","15217","2","45.98","0.00","0.00","2.80","0.00","48.78","-6.90","-4.60","0.00","-1.90","-2.80","-6.00","26.58"
"2026-02-02","4831888","197 Havemeyer St.","Pita Sandwich Bite","197 Havemeyer St  ","Brooklyn","NY","11211","1","43.76","0.00","0.00","3.89","0.00","47.65","-6.56","-4.38","0.00","-1.75","0.00","0.00","34.96"
"2026-02-16","2116039",,"BBQ Ribs Co.","820 Pennsylvania Ave ","Pittsburgh","PA","15233","4","171.83","0.00","0.00","11.20","0.00","183.03","-25.78","-17.19","0.00","-6.41","-11.20","-12.00","110.45"
"2026-02-23","2443867",,"Mary's Breakfast Burritos","59 4th Ave ","New York","NY","10003","1","38.95","0.00","0.00","3.46","0.00","42.41","-5.84","-3.90","0.00","-1.59","0.00","0.00","31.08"
"2026-02-02","5320096","Yue Bai Wei - 5874 Forbes Ave","Xiu's Vegetarian Chinese","5874 Forbes Ave  ","Pittsburgh","PA","15217","1","39.98","0.00","0.00","2.45","0.00","42.43","-6.00","-4.00","0.00","-1.44","-2.45","-5.00","23.54"
"2026-01-26","9813496","E 149th","Fresh N Fruity Smoothies","560 E 149th St  ","Bronx","NY","10455","2","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"2026-02-23","5021648","1 Kedron Ave Unit 4","Casa Pasta Ristorante","1 Kedron Ave  ","Morton","PA","19070","1","29.27","0.00","0.00","1.52","0.00","30.79","-4.39","-2.93","0.00","-1.12","-1.52","-4.00","16.83"
"2026-02-02","2776206",,"Frankie's Burger Bar","937 1st Avenue  ","New York","NY","10022","2","28.36","0.00","0.00","2.52","0.00","30.88","-4.25","-2.84","0.00","-1.54","0.00","0.00","22.25"
"2026-02-09","3301264","30th St","Viva Vegan Sandwiches","34-02 30th St  ","Astoria","NY","11106","1","41.96","0.00","0.00","2.81","0.00","44.77","-6.29","-4.20","0.00","-1.67","0.00","0.00","32.61"
"2026-02-23","3309846","Avenue A","City Light Wraps","93 Avenue A  ","New York","NY","10009","1","61.25","0.00","0.00","5.44","0.00","66.69","-9.19","-6.13","0.00","-2.33","0.00","0.00","49.04"
"2026-02-23","2030753",,"Fat Cheesesteaks","2624 Pico Blvd ","Santa Monica","CA","90405","4","73.85","0.00","0.00","7.57","0.00","81.42","-11.08","-7.39","0.00","-3.67","0.00","0.00","59.28"
